246不填写姓名,NG,,,,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
247姓名正常情况,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
248姓名格式错误,NG,,,葬爱家族@陈兄,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
249姓名长度错误,NG,,,不信你现在就数一数我的名字刚好有二十个字,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
250民族正常情况,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
251民族不正确,NG,,,陈晓明,1,俄罗斯人妖战斗民族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
252民族长度不正确,NG,,,陈晓明,1,汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
253出生年月格式错误,NG,,,陈晓明,1,汉族,123456,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
254出生年月正常情况,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
255年龄为空,NG,,,陈晓明,1,汉族,123456,,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
256年龄格式正常 ,NG,,,陈晓明,1,汉族,123456,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
257年龄错误,OK,,,陈晓明,1,汉族,1949-10-01,1000000,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
258年龄格式错误,OK,,,陈晓明,1,汉族,1949-10-01,一百,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
259曾用名为空,OK,,,陈晓明,1,汉族,1949-10-01,18,,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
260正确曾用名字,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
261曾用名格式错误,NG,,,陈晓明,1,汉族,1949-10-01,18,葬爱家族@陈兄,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
262曾用名长度错误,NG,,,陈晓明,1,汉族,1949-10-01,18,不信你现在就数一数我的名字刚好有二十个字,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
263籍贯为空,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
264籍贯正确,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
265籍贯格式错误,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,guangzhou,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
266籍贯长度错误,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,guangzhou,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_true
267出生地址为空,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
268出生地址正常,OK,,,陈晓明,1,汉族,1949-10-01,18,陈鞑明,咸阳阿房宫,蛮夷之地（旧）,蛮夷之地（新）,蛮夷之地蛮夷市蛮夷县88号,13588888888,xiaoming@xiaoming.com,10000,wxid_chengxiaoming,000000000000000000,2018-08-09,2018-08-10,2,2,1,1,,true_false
